01/07/2014,-7.34658599827139
02/02/2014,-7.2247237003684
02/13/2014,-3.57429021819977
03/24/2014,-4.98583569405099
03/30/2014,0
04/30/2014,-3.1306990881459
05/12/2014,-1.47991543340381
06/16/2014,-3.25318246110325
06/17/2014,-5.09619625163301
06/18/2014,-3.08414046331862
06/22/2014,-2.68880980624753
06/24/2014,-3.7827352085354
06/29/2014,-0.777000777000777
07/03/2014,-7.66129032258064
08/02/2014,-3.36922542549496
08/11/2014,-1.95439739413681
08/16/2014,-3.43347639484979
08/19/2014,-3.43347639484979
08/30/2014,-3.12162971839425
08/31/2014,-3.43347639484979
09/01/2014,-3.43347639484979
09/06/2014,-7.11060948081264
09/10/2014,3.57142857142857
09/25/2014,-5.88235294117647
09/27/2014,-3.1190019193858
09/29/2014,-0.872093023255814
10/01/2014,-3.44827586206897
10/02/2014,-6.06060606060606
10/03/2014,0
10/07/2014,-3.92311198276016
10/08/2014,-3.44827586206897
10/18/2014,-7.48652312796684
11/05/2014,-7.25
11/09/2014,-2.34161080162402
11/10/2014,-2.34116869630888
11/13/2014,-1.35048231511254
11/20/2014,-3.27783558792924
11/27/2014,-6.97517690666068
12/02/2014,-6.92821368948247
